,VENTA,BRUTA,CONSUI,AGREGA,CTO,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,GASTOS,GASTOSNOP,GASTOPNOP,CTOINS
0,1758854.999944965,1758854.9431889507,-0.03451070467761831,1758854.9672579053,,0.04292688492688338,-0.025397147831277785,-0.04828029201143774,-0.03675071212592741,-0.01107898603040438,-0.00412512137034892,-0.0025455713734064255,-0.020728038049104433,-0.11663906891506284,-0.030487166016943748,0.005540421747166665,0.009635390266519106,-0.08786849792758333,0.02010801904947605,0.0015890995131027299,-0.013701791510492842,,-0.03701114248528519,159282.06567999913,-0.10744023011517684
1,827499.2306375519,177672.99050781282,372425.02312511165,-194752.00742647555,640570.0356396037,84.94907057139368,-0.022231575193165234,158375.061739766,-0.09402528312622699,125967.91621204527,7346.999382416068,4913.078574417544,14471.949678783085,14846.065454371137,512.0047742324045,5903.026262557569,577.0446840350997,17949.955748292203,0.03873919839312665,0.060761377765327175,21477.04515199598,1053977.9374928584,363798.9142505827,1665575.982827391,640569.989956672
2,1918871.9458866986,394391.0054223394,472020.5232186137,-77629.55087219022,1524481.0496074816,216.06692011442928,0.015856120646849728,197724.00918968188,150384.98854379915,3658.94448974172,11730.038774360204,4913.945946854069,8807.987456030925,15837.012656910607,3060.10945638875,20680.019881042856,3966.057490921683,31775.05884611161,-0.06994839409254505,0.11087749251659758,19266.623290549636,2041041.0126141428,231708.03636556596,2819504.93643921,1524481.0294584362
3,114494.93717069036,7228.940537396044,40005.98491291834,-32776.97398104943,107265.9463457695,-0.09300907861325962,0.0019128238288120684,4490.99901513633,0.013837292129206126,33623.9020750863,-0.02807610888034939,0.09483335672202993,1103.989105766371,462.0007426155827,277.00103605979155,48.02897225228792,-0.07441712100187352,-0.016465956837043546,-0.04071188829452563,0.024391441501235685,-0.025373566284743278,148545.88613830047,1279679.0412418777,1435928.0020927861,107266.00470976341
4,1517654.2739469246,-275756.96947868477,1115546.993027523,-1391303.9343253693,1751717.8750096795,149.07537508392116,-0.016214371046137384,44407.9581480578,-0.010280153677282544,801778.9049056433,18422.077662787524,8068.046475589739,6583.00341791077,29674.90910698322,1675.017262799327,491.03704281638534,3819.9835919748784,46681.97669482481,-0.009579313410567294,-0.023740007037956798,153794.96564564502,3041052.0099772825,6333.053007225988,3903592.947467578,1751717.990319926
5,1596564.9410670262,470860.9565192529,712296.9257725502,-241436.09202176964,1125704.0756040264,-0.07068743267660324,33632.096769625095,4486.952398383329,0.06170061427704024,150117.93120741012,24491.978547940063,7576.985714762209,30513.940302386225,12643.984032642284,2808.9530698501494,149481.0041703649,12568.054468068063,29055.03194966605,-0.019568330819816848,-0.022200050789347517,34006.97724093892,1658793.958619637,38199.905009878115,2649711.97785812,1125704.0171300853
6,3469424.918066379,200273.96952767053,236992.4557957822,-36718.404625961266,3269150.992439917,305.969086921996,0.012953184484647702,86027.05720035709,-0.020430281946117346,822.0332352334293,7201.977081897754,4105.942454407351,18446.0803056109,20132.98294371957,10105.012905997572,29723.033096112445,26814.028628739157,21164.09063474417,-0.15542894735157137,0.1163907291141231,12144.377800029093,3577037.9878899693,176337.02073592047,3821192.0366454953,3269151.001693343
7,108339.03548957317,32360.99915258509,142866.97110187082,-110506.06773201608,75978.00936888343,2000.055726983325,0.005861979747868655,15480.072234549889,-0.030801701876231533,23999.962587788374,5218.00636455466,0.009114693102806852,5999.987769350813,0.006143736198152656,2999.923932563667,37764.97491036911,0.05406036146949528,0.07955980819979197,0.007552737599308321,0.03579237708329159,1403.9760685419,172751.0228141539,753542.0349618411,974292.9662868093,75978.09377075397
8,115841.19575550033,31859.98318546686,141734.91879950822,-109874.93640431599,83981.09669300746,-0.0021534936814475345,-0.06508757404002256,5167.001692074275,8033.989767802197,42829.94429325513,5303.00226318062,490.9853769596312,13297.990331630685,12560.033039784257,1078.051597934832,15402.04914986485,0.04999785488102493,20860.981863192716,-0.10036782560136259,0.0008304580516446772,16711.073067733887,253763.91019555554,1273667.9532935605,2032704.9031855306,83980.99237759817
9,5872816.949291894,1472019.958782709,2909663.0444646813,-1437643.0450030812,4400796.986664853,0.021238872188613395,17848.025511873522,239364.05854696897,-0.059180704154155044,2015840.0025029553,41262.03551245169,6043.96689245241,67094.9710696371,20928.974974874236,1892.0065543826468,64046.00332806104,76560.00012441799,96766.00561812051,0.025947092246187825,0.03547890691357472,262016.96212845872,7669883.015277514,1447591.975746379,9719271.976193191,4400796.954900556
