,VENTA,BRUTA,CONSUI,AGREGA,CTO,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,GASTOS,GASTOSNOP,GASTOPNOP,CTOINS
0,5440370.998393607,603027.9977921228,112214.49986134739,490813.49881509505,4837343.002044076,-0.0005944178348997165,-0.0014956193184314567,54720.00101958533,-0.0002089590283844221,1525.9985881475573,-0.0008496140285624785,0.00024288528788744202,6119.999023130682,4502.999186538589,1131.0007854648904,33674.99899667391,1479.9996058924023,997.0003097579822,0.0023108040604007157,0.0011921388383601167,8062.500811742643,4980000.000196423,1110.0011306596834,5145586.000371115,4837342.999301641
1,5904041.00057324,1083695.0014222483,77335.99987899627,1006358.9993183862,4820346.000084036,780.0007429123723,2970.0001721473445,0.0009009939141148906,0.002010009244611362,68000.00004083908,-0.00036198274386224004,-0.0008953169304117099,2710.999581802146,648.0000832699562,1153.9981400297181,278.0010110811542,0.002551635662778666,-0.0007658119450588739,-0.00012393418167129088,5.5971866287206916e-05,795.0000536913772,4928292.000768351,1254.9994278098088,5288742.998483177,4820346.000075518
2,706148.9992562531,190661.00204608747,26862.99931778995,163797.9979512377,515487.9985066007,0.001356400264557747,0.00035645489924952014,11999.999213352772,-0.0003007312332364938,0.0007778831014468606,1918.0001629638382,-0.00033735755122942147,4886.000628532952,4747.001777167209,1515.9994219972812,302.00119565234,0.0006291547220455154,99.99964105569728,-0.0030426929545799733,-0.001439379920136925,1394.0009098795656,548094.0001754361,16772.000565619048,701069.9983117814,515487.99878628255
3,15573708.998741487,2459238.0000564395,1262835.4990698963,1196402.5002235172,13114471.000734866,0.0021536006254678193,-0.00045327393003529647,39821.000170765285,-0.0027434522491940547,6332.001416956885,20898.99980025551,-0.0001367312275985371,5864.002511240808,2623.0003172299776,1451.9986080272756,1015082.0018413733,2050.000016813931,161985.00061179136,0.0003178707233876595,-0.0005612286359245401,6727.500576881381,14487925.99845117,62938.002921711595,14895892.999642499,13114471.001494616
4,9454560.999711119,1688361.0012429869,218895.49804711872,1469465.5001819592,7766199.999612133,0.0010843734820304841,0.0011521243270996141,11629.9989882231,0.0014467051062745538,-7.870376517504063e-05,12065.99910155997,36855.99932393432,20669.00013586035,6245.99978111665,3636.0002392688766,19149.999543841714,335.00067766090535,83410.99981202386,2952.000274821831,0.0007450786381699318,21944.500175409583,8044112.999069019,57254.99935891472,8847340.000759467,7766200.000744479
5,9719656.997733308,2253741.999934803,253963.4991461194,1999778.50062064,7465915.000435348,0.00035428988494460423,-0.0009271345670447819,50880.0004497908,0.0007487817927289154,17005.99977031291,55573.000081232014,0.0005862970923607523,5820.000323505232,2220.000904731818,4894.999581914808,7650.999823366565,4.958648670538641e-05,49488.999834643924,-5.540772360718595e-05,-0.0008060741584437806,60429.49939557529,7815027.999873079,548027.9998515893,9429764.000386126,7465915.000686886
6,12588174.000000663,1573521.9994062877,194774.5004377918,1378747.4994567053,11014652.000503287,-0.0022222236081001446,3431.0012085373487,29373.00031929884,7683.001395869264,10680.000479681677,31541.99962366645,-0.00018155630364607482,8622.000263911166,7628.000804796768,3462.9985303183785,-0.00046417699985832933,-0.00029292073207140605,30990.99933842425,-0.000620084364913604,-2.2429246474211478e-05,61361.5003410233,11345978.000718635,14421.001351206432,12089102.999771437,11014652.00081065
7,8698524.998247704,1432065.000430003,314038.499836106,1118026.4993033211,7184290.000731287,4.386672860644081e-05,1235.0007282726788,58757.00055477264,0.0012171263113059318,61199.998909960275,12177.001281675059,8527.000106871394,13362.000416440245,4692.999375376244,3406.999998646731,9710.999994890914,28397.999404626924,56301.99978563733,0.0003332102728258534,-0.0012640414002163891,56269.499303993085,7729451.999613766,5384.998632148314,8205888.000463829,7266460.001085997
8,10627959.000428444,1335593.0011205415,298285.49993280834,1037307.4993138245,9292365.999707397,12322.999674896182,42977.99943587692,23799.99991207029,0.0007710502037764023,0.0014522740184738875,15380.99871958406,-0.002688770802026599,65446.00034762421,5591.998553169384,1908.9988064243748,57322.00077002493,-0.0005651714168631521,31506.99848629812,-0.0007111004818432887,0.0016225409614816473,42027.50020629238,9691627.999229617,18926.99984864128,10117307.999986466,9292366.00014926
9,3225932.0001012664,960310.0006916627,154338.00015536,805972.0013724673,2265621.9990004897,0.0010800089729073503,8773.000196443556,14655.9985675406,29990.99832807691,10843.99885284298,171.00072798240205,141.00155362560028,9620.999879452242,6350.000989459583,220.00246010606548,3703.0004716545595,-8.433944926284656e-05,102.00085604779345,830.0002845006219,28161.997591554144,40774.00112644079,2474288.999639055,12639.998909630043,2698228.999098994,2265622.0021270905
10,10034999.999412365,1445315.9998005428,207427.99969860193,1237888.0002553596,8589684.001353383,-0.0002415833692463149,-0.0003551159196358872,27739.000338744827,-0.0016180766988788968,110287.0006624962,0.0006043159586628094,1622.9989917066093,6294.99868153191,5506.9982321891475,1682.0005055621523,-0.0013862059156825128,-0.0011436693229519542,24594.99901015939,0.000933338057795953,-0.0004778900705470108,29700.000760705243,8895014.99879878,204656.99949954564,9807196.997235829,8589684.000734216
11,11552864.000264145,4012539.0024117073,545868.0011008197,3466671.0017453213,6924687.999688705,0.001969456926904046,831.0008182260824,105019.00045218463,0.0006711674404497466,124676.99913865922,32191.002297058538,19874.001030507192,6085.001347676964,19203.998063394494,1358.0004997862536,110251.99834178112,12035.000159618992,40581.00038653217,-0.0008139146774067381,0.002059830346405083,73760.99836620186,8245239.0014833845,656143.9984366754,10421961.001065575,7540324.99955137
12,11243140.000080178,899451.9988799507,159125.5007024036,740326.4994115868,10343687.99992967,-0.0017534759413232283,6228.001141914714,15664.001607612081,0.00027876523010871506,-0.0020331661991040226,18060.000090955735,2045.0000140552675,11117.999249130753,8048.000154821546,2414.9993664072554,-0.0004908787669144886,-0.0014112115450422248,34658.99951274011,0.0014444328529600974,0.001261184162103396,60888.49924247192,10613720.000376472,31956.99995984579,10831517.999149447,10343687.999299457
13,9407486.848464184,1184281.9993475776,210408.9996012632,973872.9989360647,8284497.000972148,450.0012177073986,-0.00021451182864950033,23760.000927933666,-0.0012483984513422055,-0.00044507839252217943,6300.9990775532515,290.0002511490129,26990.00044241019,5750.00107318525,2638.998958009691,4543.0018235552825,417.9967334545971,94968.99910791586,0.0017683899483420084,-0.0004981090353085282,44298.99732941752,8575870.99960119,154177.99995048664,9219108.999801802,8284496.999042852
14,3537190.21402539,2414657.0008687936,506690.5009321525,1907966.5006624274,1117116.0007211491,-0.0006627096693555682,511.0006481607719,204947.00040709344,9122.99993487748,95189.99970473188,37376.00093316861,6344.999317278999,5983.000733647355,10208.99870313859,622.998477207652,27051.999582932058,1500.001634617542,4844.998786535448,3.637538600292659e-05,-0.0017494262317195243,102986.49866413436,1748929.000100557,858908.0009301603,3597142.998955354,1117116.0003638016
